orgName,venueName,address,cityName,postcode,stateName,countryName,categoryName,menuItemName,cost,genericDishName,toppingName
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,restaurant,Sicilian Pizza__Bellini's Pizza & Grill__28501,27.55,others,sausage
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,restaurant,Sicilian Pizza__Bellini's Pizza & Grill__28501,27.55,others,sauce
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Sicilian Pizza__Bellini's Pizza & Grill__28501,27.55,others,onion
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Sicilian Pizza__Bellini's Pizza & Grill__28501,27.55,others,garlic
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Sicilian Pizza__Bellini's Pizza & Grill__28501,27.55,others,white
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Sicilian Pizza__Bellini's Pizza & Grill__28501,27.55,others,mozzarella
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Sicilian Pizza__Bellini's Pizza & Grill__28501,27.55,others,olive
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Sicilian Pizza__Bellini's Pizza & Grill__28501,27.55,others,canadian
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Sicilian Pizza__Bellini's Pizza & Grill__28501,27.55,others,cheddar
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Sicilian Pizza__Bellini's Pizza & Grill__28501,27.55,others,mushroom
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Sicilian Pizza__Bellini's Pizza & Grill__28501,27.55,others,parmesan
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Sicilian Pizza__Bellini's Pizza & Grill__28501,27.55,others,bacon
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Sicilian Pizza__Bellini's Pizza & Grill__28501,27.55,others,spinach
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Sicilian Pizza__Bellini's Pizza & Grill__28501,27.55,others,sausage
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Sicilian Pizza__Bellini's Pizza & Grill__28501,27.55,others,sauce
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,restaurant,Fajita Pizza__Bellini's Pizza & Grill__28501,27.55,others,chicken
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,restaurant,Fajita Pizza__Bellini's Pizza & Grill__28501,27.55,others,onion
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,restaurant,Fajita Pizza__Bellini's Pizza & Grill__28501,27.55,others,steak
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,restaurant,Fajita Pizza__Bellini's Pizza & Grill__28501,27.55,others,pepper
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,restaurant,Fajita Pizza__Bellini's Pizza & Grill__28501,27.55,others,cheese
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,restaurant,Fajita Pizza__Bellini's Pizza & Grill__28501,27.55,others,cilantro
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,restaurant,Fajita Pizza__Bellini's Pizza & Grill__28501,27.55,others,olive
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,restaurant,Fajita Pizza__Bellini's Pizza & Grill__28501,27.55,others,spice
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Fajita Pizza__Bellini's Pizza & Grill__28501,27.55,others,chicken
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Fajita Pizza__Bellini's Pizza & Grill__28501,27.55,others,onion
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Fajita Pizza__Bellini's Pizza & Grill__28501,27.55,others,steak
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Fajita Pizza__Bellini's Pizza & Grill__28501,27.55,others,pepper
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Fajita Pizza__Bellini's Pizza & Grill__28501,27.55,others,cheese
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Fajita Pizza__Bellini's Pizza & Grill__28501,27.55,others,cilantro
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Fajita Pizza__Bellini's Pizza & Grill__28501,27.55,others,olive
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Fajita Pizza__Bellini's Pizza & Grill__28501,27.55,others,spice
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,restaurant,Lone Star Bbq Pizza__Bellini's Pizza & Grill__28501,27.55,bbq,bacon
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,restaurant,Lone Star Bbq Pizza__Bellini's Pizza & Grill__28501,27.55,bbq,sauce
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,restaurant,Lone Star Bbq Pizza__Bellini's Pizza & Grill__28501,27.55,bbq,steak
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,restaurant,Lone Star Bbq Pizza__Bellini's Pizza & Grill__28501,27.55,bbq,bbq
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,restaurant,Lone Star Bbq Pizza__Bellini's Pizza & Grill__28501,27.55,bbq,pineapple
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,restaurant,Lone Star Bbq Pizza__Bellini's Pizza & Grill__28501,27.55,bbq,cheese
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,restaurant,Lone Star Bbq Pizza__Bellini's Pizza & Grill__28501,27.55,bbq,garlic
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,restaurant,Lone Star Bbq Pizza__Bellini's Pizza & Grill__28501,27.55,bbq,chicken
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Lone Star Bbq Pizza__Bellini's Pizza & Grill__28501,27.55,bbq,bacon
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Lone Star Bbq Pizza__Bellini's Pizza & Grill__28501,27.55,bbq,sauce
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Lone Star Bbq Pizza__Bellini's Pizza & Grill__28501,27.55,bbq,steak
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Lone Star Bbq Pizza__Bellini's Pizza & Grill__28501,27.55,bbq,bbq
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Lone Star Bbq Pizza__Bellini's Pizza & Grill__28501,27.55,bbq,pineapple
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Lone Star Bbq Pizza__Bellini's Pizza & Grill__28501,27.55,bbq,cheese
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Lone Star Bbq Pizza__Bellini's Pizza & Grill__28501,27.55,bbq,garlic
Bellini's Pizza & Grill,Bellini's Pizza & Grill__28501,2918 N Herritage St,"Kinston, NC",28501,North Carolina,United States,italian,Lone Star Bbq Pizza__Bellini's Pizza & Grill__28501,27.55,bbq,chicken
Bagel Street Cafe,Bagel Street Cafe__94903,208 Northgate One,"San Rafael, WY",94903,Wyoming,United States,shop,Veggie Pizza__Bagel Street Cafe__94903,4.0,veggie,pepper
Bagel Street Cafe,Bagel Street Cafe__94903,208 Northgate One,"San Rafael, WY",94903,Wyoming,United States,shop,Veggie Pizza__Bagel Street Cafe__94903,4.0,veggie,onion
Bagel Street Cafe,Bagel Street Cafe__94903,208 Northgate One,"San Rafael, WY",94903,Wyoming,United States,shop,Veggie Pizza__Bagel Street Cafe__94903,4.0,veggie,mushroom
Bagel Street Cafe,Bagel Street Cafe__94903,208 Northgate One,"San Rafael, WY",94903,Wyoming,United States,bagel,Veggie Pizza__Bagel Street Cafe__94903,4.0,veggie,pepper
Bagel Street Cafe,Bagel Street Cafe__94903,208 Northgate One,"San Rafael, WY",94903,Wyoming,United States,bagel,Veggie Pizza__Bagel Street Cafe__94903,4.0,veggie,onion
Bagel Street Cafe,Bagel Street Cafe__94903,208 Northgate One,"San Rafael, WY",94903,Wyoming,United States,bagel,Veggie Pizza__Bagel Street Cafe__94903,4.0,veggie,mushroom
Max Brenner Chocolate Bar,Max Brenner Chocolate Bar__7652,1 Garden State Plz,"Paramus, NJ",7652,New Jersey,United States,shop,Chocolate Chunks Pizza__Max Brenner Chocolate Bar__7652,5.95,others,chocolate
Max Brenner Chocolate Bar,Max Brenner Chocolate Bar__7652,1 Garden State Plz,"Paramus, NJ",7652,New Jersey,United States,shop,Chocolate Chunks Pizza__Max Brenner Chocolate Bar__7652,5.95,others,milk
Max Brenner Chocolate Bar,Max Brenner Chocolate Bar__7652,1 Garden State Plz,"Paramus, NJ",7652,New Jersey,United States,shop,Chocolate Chunks Pizza__Max Brenner Chocolate Bar__7652,5.95,others,marshmallow
Max Brenner Chocolate Bar,Max Brenner Chocolate Bar__7652,1 Garden State Plz,"Paramus, NJ",7652,New Jersey,United States,dessert,Chocolate Chunks Pizza__Max Brenner Chocolate Bar__7652,5.95,others,chocolate
Max Brenner Chocolate Bar,Max Brenner Chocolate Bar__7652,1 Garden State Plz,"Paramus, NJ",7652,New Jersey,United States,dessert,Chocolate Chunks Pizza__Max Brenner Chocolate Bar__7652,5.95,others,milk
Max Brenner Chocolate Bar,Max Brenner Chocolate Bar__7652,1 Garden State Plz,"Paramus, NJ",7652,New Jersey,United States,dessert,Chocolate Chunks Pizza__Max Brenner Chocolate Bar__7652,5.95,others,marshmallow
Midori Japanese Restaurant,Midori Japanese Restaurant__7834,3130 Route 10 W,"Denville, NJ",7834,New Jersey,United States,japanese,Sushi Pizza__Midori Japanese Restaurant__7834,10.95,others,tuna
Midori Japanese Restaurant,Midori Japanese Restaurant__7834,3130 Route 10 W,"Denville, NJ",7834,New Jersey,United States,japanese,Sushi Pizza__Midori Japanese Restaurant__7834,10.95,others,sauce
Midori Japanese Restaurant,Midori Japanese Restaurant__7834,3130 Route 10 W,"Denville, NJ",7834,New Jersey,United States,japanese,Sushi Pizza__Midori Japanese Restaurant__7834,10.95,others,kapayaki
Midori Japanese Restaurant,Midori Japanese Restaurant__7834,3130 Route 10 W,"Denville, NJ",7834,New Jersey,United States,restaurant,Sushi Pizza__Midori Japanese Restaurant__7834,10.95,others,tuna
Midori Japanese Restaurant,Midori Japanese Restaurant__7834,3130 Route 10 W,"Denville, NJ",7834,New Jersey,United States,restaurant,Sushi Pizza__Midori Japanese Restaurant__7834,10.95,others,sauce
Midori Japanese Restaurant,Midori Japanese Restaurant__7834,3130 Route 10 W,"Denville, NJ",7834,New Jersey,United States,restaurant,Sushi Pizza__Midori Japanese Restaurant__7834,10.95,others,kapayaki
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,delivery,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,pepperoni
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,delivery,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,ricotta
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,delivery,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,sausage
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,delivery,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,mozzarella
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,delivery,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,ham
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,delivery,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,pancetta
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,beverage,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,pepperoni
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,beverage,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,ricotta
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,beverage,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,sausage
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,beverage,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,mozzarella
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,beverage,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,ham
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,beverage,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,pancetta
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,italian,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,pepperoni
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,italian,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,ricotta
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,italian,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,sausage
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,italian,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,mozzarella
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,italian,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,ham
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,italian,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,pancetta
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,service,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,pepperoni
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,service,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,ricotta
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,service,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,sausage
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,service,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,mozzarella
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,service,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,ham
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,service,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,pancetta
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,restaurant,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,pepperoni
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,restaurant,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,ricotta
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,restaurant,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,sausage
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,restaurant,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,mozzarella
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,restaurant,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,ham
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,restaurant,Quattro Carne Pizza__Tommy V's Osteria Pizzeria__85018,ub1bL48052C13,others,pancetta
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,delivery,Pizza Norcina (without Tomato Sauce)__Tommy V's Osteria Pizzeria__85018,16.0,others,sausage
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,delivery,Pizza Norcina (without Tomato Sauce)__Tommy V's Osteria Pizzeria__85018,16.0,others,basil
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,delivery,Pizza Norcina (without Tomato Sauce)__Tommy V's Osteria Pizzeria__85018,16.0,others,evoo
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,delivery,Pizza Norcina (without Tomato Sauce)__Tommy V's Osteria Pizzeria__85018,16.0,others,padano
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,delivery,Pizza Norcina (without Tomato Sauce)__Tommy V's Osteria Pizzeria__85018,16.0,others,mozzarella
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,delivery,Pizza Norcina (without Tomato Sauce)__Tommy V's Osteria Pizzeria__85018,16.0,others,truffle
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,beverage,Pizza Norcina (without Tomato Sauce)__Tommy V's Osteria Pizzeria__85018,16.0,others,sausage
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,beverage,Pizza Norcina (without Tomato Sauce)__Tommy V's Osteria Pizzeria__85018,16.0,others,basil
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,beverage,Pizza Norcina (without Tomato Sauce)__Tommy V's Osteria Pizzeria__85018,16.0,others,evoo
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,beverage,Pizza Norcina (without Tomato Sauce)__Tommy V's Osteria Pizzeria__85018,16.0,others,padano
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,beverage,Pizza Norcina (without Tomato Sauce)__Tommy V's Osteria Pizzeria__85018,16.0,others,mozzarella
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,beverage,Pizza Norcina (without Tomato Sauce)__Tommy V's Osteria Pizzeria__85018,16.0,others,truffle
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,italian,Pizza Norcina (without Tomato Sauce)__Tommy V's Osteria Pizzeria__85018,16.0,others,sausage
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,italian,Pizza Norcina (without Tomato Sauce)__Tommy V's Osteria Pizzeria__85018,16.0,others,basil
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,italian,Pizza Norcina (without Tomato Sauce)__Tommy V's Osteria Pizzeria__85018,16.0,others,evoo
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,italian,Pizza Norcina (without Tomato Sauce)__Tommy V's Osteria Pizzeria__85018,16.0,others,padano
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,italian,Pizza Norcina (without Tomato Sauce)__Tommy V's Osteria Pizzeria__85018,16.0,others,mozzarella
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,italian,Pizza Norcina (without Tomato Sauce)__Tommy V's Osteria Pizzeria__85018,16.0,others,truffle
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,service,Pizza Norcina (without Tomato Sauce)__Tommy V's Osteria Pizzeria__85018,16.0,others,sausage
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,service,Pizza Norcina (without Tomato Sauce)__Tommy V's Osteria Pizzeria__85018,16.0,others,basil
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,service,Pizza Norcina (without Tomato Sauce)__Tommy V's Osteria Pizzeria__85018,16.0,others,evoo
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,service,Pizza Norcina (without Tomato Sauce)__Tommy V's Osteria Pizzeria__85018,16.0,others,padano
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,service,Pizza Norcina (without Tomato Sauce)__Tommy V's Osteria Pizzeria__85018,16.0,others,mozzarella
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,service,Pizza Norcina (without Tomato Sauce)__Tommy V's Osteria Pizzeria__85018,16.0,others,truffle
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,restaurant,Pizza Norcina (without Tomato Sauce)__Tommy V's Osteria Pizzeria__85018,16.0,others,sausage
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,restaurant,Pizza Norcina (without Tomato Sauce)__Tommy V's Osteria Pizzeria__85018,16.0,others,basil
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,restaurant,Pizza Norcina (without Tomato Sauce)__Tommy V's Osteria Pizzeria__85018,16.0,others,evoo
Tommy V's Osteria Pizzeria,Tommy V's Osteria Pizzeria__85018,3223 E Camelback Rd,"Phoenix, AZ",85018,Arizona,United States,restaurant,Pizza Norcina (without Tomato Sauce)__Tommy V's Osteria Pizzeria__85018,16.0,others,padano
